sensitivity,specificity,prevalence,tolerance_frac_prev,z,tolerance,min_n
0.8,0.8,0.015,0.6,1.96,0.009,21779.4742935528
0.85,0.8,0.015,0.6,1.96,0.009,18606.5941383593
0.9,0.8,0.015,0.6,1.96,0.009,16085.5264197531
0.95,0.8,0.015,0.6,1.96,0.009,14048.847133059
1,0.8,0.015,0.6,1.96,0.009,12379.6745679012
0.8,0.85,0.015,0.6,1.96,0.009,15067.7983168968
0.85,0.85,0.015,0.6,1.96,0.009,13041.477037037
0.9,0.85,0.015,0.6,1.96,0.009,11403.4655144033
0.95,0.85,0.015,0.6,1.96,0.009,10060.19
1,0.85,0.015,0.6,1.96,0.009,8944.69272331154
0.8,0.9,0.015,0.6,1.96,0.009,9513.47703703703
0.85,0.9,0.015,0.6,1.96,0.009,8336.50913580246
0.9,0.9,0.015,0.6,1.96,0.009,7370.18074074074
0.95,0.9,0.015,0.6,1.96,0.009,6566.77038574907
1,0.9,0.015,0.6,1.96,0.009,5891.37552812071
0.8,0.95,0.015,0.6,1.96,0.009,4847.97799725651
0.85,0.95,0.015,0.6,1.96,0.009,4309.64679012345
0.9,0.95,0.015,0.6,1.96,0.009,3860.63240463069
0.95,0.95,0.015,0.6,1.96,0.009,3481.9586709343
1,0.95,0.015,0.6,1.96,0.009,3159.46014294996
0.8,1,0.015,0.6,1.96,0.009,878.588148148148
0.85,1,0.015,0.6,1.96,0.009,826.278779956427
0.9,1,0.015,0.6,1.96,0.009,779.781563786008
0.95,1,0.015,0.6,1.96,0.009,738.178791423001
1,1,0.015,0.6,1.96,0.009,700.736296296296
0.8,0.8,0.02,0.6,1.96,0.012,12379.6745679012
0.85,0.8,0.02,0.6,1.96,0.012,10584.6687968442
0.9,0.8,0.02,0.6,1.96,0.012,9157.77333333333
0.95,0.8,0.02,0.6,1.96,0.012,8004.51901234568
1,0.8,0.02,0.6,1.96,0.012,7058.94
0.8,0.85,0.02,0.6,1.96,0.012,8614.61751479289
0.85,0.85,0.02,0.6,1.96,0.012,7464.5511111111
0.9,0.85,0.02,0.6,1.96,0.012,6534.27703703703
0.95,0.85,0.02,0.6,1.96,0.012,5770.90354166666
1,0.85,0.02,0.6,1.96,0.012,5136.57071895424
0.8,0.9,0.02,0.6,1.96,0.012,5499.10666666666
0.85,0.9,0.02,0.6,1.96,0.012,4826.89925925926
0.9,0.9,0.02,0.6,1.96,0.012,4274.44694444444
0.95,0.9,0.02,0.6,1.96,0.012,3814.68221453287
1,0.9,0.02,0.6,1.96,0.012,3427.79802469136
0.8,0.95,0.02,0.6,1.96,0.012,2882.38567901234
0.85,0.95,0.02,0.6,1.96,0.012,2569.57020833333
0.9,0.95,0.02,0.6,1.96,0.012,2308.1724106113
0.95,0.95,0.02,0.6,1.96,0.012,2087.32203017832
1,0.95,0.02,0.6,1.96,0.012,1898.89614035087
0.8,1,0.02,0.6,1.96,0.012,656.273333333333
0.85,1,0.02,0.6,1.96,0.012,617.041307189542
0.9,1,0.02,0.6,1.96,0.012,582.168395061728
0.95,1,0.02,0.6,1.96,0.012,550.966315789473
1,1,0.02,0.6,1.96,0.012,522.884444444444
0.8,0.8,0.025,0.6,1.96,0.015,8004.51901234567
0.85,0.8,0.025,0.6,1.96,0.015,6849.14848126232
0.9,0.8,0.025,0.6,1.96,0.015,5930.30666666666
0.95,0.8,0.025,0.6,1.96,0.015,5187.34567901234
1,0.8,0.025,0.6,1.96,0.015,4577.90666666666
0.8,0.85,0.025,0.6,1.96,0.015,5601.44933596317
0.85,0.85,0.025,0.6,1.96,0.015,4858.83999999999
0.9,0.85,0.025,0.6,1.96,0.015,4257.77333333333
0.95,0.85,0.025,0.6,1.96,0.015,3764.23444444444
1,0.85,0.025,0.6,1.96,0.015,3353.86745098039
0.8,0.9,0.025,0.6,1.96,0.015,3613.15111111111
0.85,0.9,0.025,0.6,1.96,0.015,3176.43407407407
0.9,0.9,0.025,0.6,1.96,0.015,2817.17333333333
0.95,0.9,0.025,0.6,1.96,0.015,2517.90220684352
1,0.9,0.025,0.6,1.96,0.015,2265.83259259259
0.8,0.95,0.025,0.6,1.96,0.015,1943.32790123456
0.85,0.95,0.025,0.6,1.96,0.015,1736.72333333333
0.9,0.95,0.025,0.6,1.96,0.015,1563.77933102653
0.95,0.95,0.025,0.6,1.96,0.015,1417.41338820302
1,0.95,0.025,0.6,1.96,0.015,1292.32771929824
0.8,1,0.025,0.6,1.96,0.015,522.884444444444
0.85,1,0.025,0.6,1.96,0.015,491.498823529411
0.9,1,0.025,0.6,1.96,0.015,463.60049382716
0.95,1,0.025,0.6,1.96,0.015,438.638830409356
1,1,0.025,0.6,1.96,0.015,416.173333333333
0.8,0.8,0.03,0.6,1.96,0.018,5614.71709190672
0.85,0.8,0.03,0.6,1.96,0.018,4807.81614142742
0.9,0.8,0.03,0.6,1.96,0.018,4165.82271604938
0.95,0.8,0.03,0.6,1.96,0.018,3646.48993141289
1,0.8,0.03,0.6,1.96,0.018,3220.30419753086
0.8,0.85,0.03,0.6,1.96,0.018,3950.47900942362
0.85,0.85,0.03,0.6,1.96,0.018,3430.21777777777
0.9,0.85,0.03,0.6,1.96,0.018,3008.85810699588
0.95,0.85,0.03,0.6,1.96,0.018,2662.66453703703
1,0.85,0.03,0.6,1.96,0.018,2374.63607843137
0.8,0.9,0.03,0.6,1.96,0.018,2573.62518518518
0.85,0.9,0.03,0.6,1.96,0.018,2265.83259259259
0.9,0.9,0.03,0.6,1.96,0.018,2012.3937037037
0.95,0.9,0.03,0.6,1.96,0.018,1801.07924131744
1,0.9,0.03,0.6,1.96,0.018,1622.93108367627
0.8,0.95,0.03,0.6,1.96,0.018,1417.41338820302
0.85,0.95,0.03,0.6,1.96,0.018,1269.49169753086
0.9,0.95,0.03,0.6,1.96,0.018,1145.46849331454
0.95,0.95,0.03,0.6,1.96,0.018,1040.33818625209
1,0.95,0.03,0.6,1.96,0.018,950.352930474333
0.8,1,0.03,0.6,1.96,0.018,433.958518518518
0.85,1,0.03,0.6,1.96,0.018,407.803834422658
0.9,1,0.03,0.6,1.96,0.018,384.555226337449
0.95,1,0.03,0.6,1.96,0.018,363.753840155945
1,1,0.03,0.6,1.96,0.018,345.032592592592
0.8,0.8,0.035,0.6,1.96,0.021,4165.82271604938
0.85,0.8,0.035,0.6,1.96,0.021,3569.64710059171
0.9,0.8,0.035,0.6,1.96,0.021,3095.10666666666
0.95,0.8,0.035,0.6,1.96,0.021,2711.06716049383
1,0.8,0.035,0.6,1.96,0.021,2395.77333333333
0.8,0.85,0.035,0.6,1.96,0.021,2946.46761341223
0.85,0.85,0.035,0.6,1.96,0.021,2560.88444444444
0.9,0.85,0.035,0.6,1.96,0.021,2248.41037037037
0.95,0.85,0.035,0.6,1.96,0.021,1991.52333333333
1,0.85,0.035,0.6,1.96,0.021,1777.66875816993
0.8,0.9,0.035,0.6,1.96,0.021,1937.77333333333
0.85,0.9,0.035,0.6,1.96,0.021,1708.32148148148
0.9,0.9,0.035,0.6,1.96,0.021,1519.21777777778
0.95,0.9,0.035,0.6,1.96,0.021,1361.40424452134
1,0.9,0.035,0.6,1.96,0.021,1228.2424691358
0.8,0.95,0.035,0.6,1.96,0.021,1090.80049382716
0.85,0.95,0.035,0.6,1.96,0.021,978.856666666665
0.9,0.95,0.035,0.6,1.96,0.021,884.855224913494
0.95,0.95,0.035,0.6,1.96,0.021,805.054540466391
1,0.95,0.035,0.6,1.96,0.021,736.650526315788
0.8,1,0.035,0.6,1.96,0.021,370.44
0.85,1,0.035,0.6,1.96,0.021,348.021699346405
0.9,1,0.035,0.6,1.96,0.021,328.094320987654
0.95,1,0.035,0.6,1.96,0.021,310.264561403509
1,1,0.035,0.6,1.96,0.021,294.217777777778
0.8,0.8,0.04,0.6,1.96,0.024,3220.30419753086
0.85,0.8,0.04,0.6,1.96,0.024,2761.29207100591
0.9,0.8,0.04,0.6,1.96,0.024,2395.77333333333
0.95,0.8,0.04,0.6,1.96,0.024,2099.8375308642
1,0.8,0.04,0.6,1.96,0.024,1856.77333333333
0.8,0.85,0.04,0.6,1.96,0.024,2289.30061801446
0.85,0.85,0.04,0.6,1.96,0.024,1991.52333333333
0.9,0.85,0.04,0.6,1.96,0.024,1750.06222222222
0.95,0.85,0.04,0.6,1.96,0.024,1551.43782986111
1,0.85,0.04,0.6,1.96,0.024,1385.98901960784
0.8,0.9,0.04,0.6,1.96,0.024,1519.21777777778
0.85,0.9,0.04,0.6,1.96,0.024,1341.00296296296
0.9,0.9,0.04,0.6,1.96,0.024,1193.99729166667
0.95,0.9,0.04,0.6,1.96,0.024,1071.20970396001
1,0.9,0.04,0.6,1.96,0.024,967.514074074074
0.8,0.95,0.04,0.6,1.96,0.024,872.659753086419
0.85,0.95,0.04,0.6,1.96,0.024,784.451718749999
0.9,0.95,0.04,0.6,1.96,0.024,710.275063437139
0.95,0.95,0.04,0.6,1.96,0.024,647.216063100136
1,0.95,0.04,0.6,1.96,0.024,593.089122807017
0.8,1,0.04,0.6,1.96,0.024,322.801111111111
0.85,1,0.04,0.6,1.96,0.024,303.185098039216
0.9,1,0.04,0.6,1.96,0.024,285.748641975309
0.95,1,0.04,0.6,1.96,0.024,270.147602339181
1,1,0.04,0.6,1.96,0.024,256.106666666667
0.8,0.8,0.045,0.6,1.96,0.027,2568.54669105319
0.85,0.8,0.045,0.6,1.96,0.027,2203.84364120421
0.9,0.8,0.045,0.6,1.96,0.027,1913.30145404664
0.95,0.8,0.045,0.6,1.96,0.027,1677.9700106691
1,0.8,0.045,0.6,1.96,0.027,1484.60186556927
0.8,0.85,0.045,0.6,1.96,0.027,1834.96572625222
0.85,0.85,0.045,0.6,1.96,0.027,1597.65810699588
0.9,0.85,0.045,0.6,1.96,0.027,1405.11745770462
0.95,0.85,0.045,0.6,1.96,0.027,1246.64267489712
1,0.85,0.045,0.6,1.96,0.027,1114.56152021302
0.8,0.9,0.045,0.6,1.96,0.027,1228.2424691358
0.85,0.9,0.045,0.6,1.96,0.027,1085.42326474623
0.9,0.9,0.045,0.6,1.96,0.027,967.514074074074
0.95,0.9,0.045,0.6,1.96,0.027,868.946813618693
1,0.9,0.045,0.6,1.96,0.027,785.636768785246
0.8,0.95,0.045,0.6,1.96,0.027,718.887431793933
0.85,0.95,0.045,0.6,1.96,0.027,647.216063100136
0.9,0.95,0.045,0.6,1.96,0.027,586.863702184819
0.95,0.95,0.045,0.6,1.96,0.027,535.489399651137
1,0.95,0.045,0.6,1.96,0.027,491.335675402497
0.8,1,0.045,0.6,1.96,0.027,285.748641975308
0.85,1,0.045,0.6,1.96,0.027,268.312185911401
0.9,1,0.045,0.6,1.96,0.027,252.813113854595
0.95,1,0.045,0.6,1.96,0.027,238.945523066926
1,1,0.045,0.6,1.96,0.027,226.464691358025
0.8,0.8,0.05,0.6,1.96,0.03,2099.8375308642
0.85,0.8,0.05,0.6,1.96,0.03,1802.78635108481
0.9,0.8,0.05,0.6,1.96,0.03,1566.04
0.95,0.8,0.05,0.6,1.96,0.03,1374.20197530864
1,0.8,0.05,0.6,1.96,0.03,1216.50666666667
0.8,0.85,0.05,0.6,1.96,0.03,1507.27865877712
0.85,0.85,0.05,0.6,1.96,0.03,1313.41777777778
0.9,0.85,0.05,0.6,1.96,0.03,1156.03703703704
0.95,0.85,0.05,0.6,1.96,0.03,1026.4275
1,0.85,0.05,0.6,1.96,0.03,918.343267973855
0.8,0.9,0.05,0.6,1.96,0.03,1017.24
0.85,0.9,0.05,0.6,1.96,0.03,899.93037037037
0.9,0.9,0.05,0.6,1.96,0.03,803.00111111111
0.95,0.9,0.05,0.6,1.96,0.03,721.906205305651
1,0.9,0.05,0.6,1.96,0.03,653.309135802469
0.8,0.95,0.05,0.6,1.96,0.03,605.881975308641
0.85,0.95,0.05,0.6,1.96,0.03,546.227499999999
0.9,0.95,0.05,0.6,1.96,0.03,495.929734717416
0.95,0.95,0.05,0.6,1.96,0.03,453.061124828532
1,0.95,0.05,0.6,1.96,0.03,416.173333333333
0.8,1,0.05,0.6,1.96,0.03,256.106666666666
0.85,1,0.05,0.6,1.96,0.03,240.41385620915
0.9,1,0.05,0.6,1.96,0.03,226.464691358025
0.95,1,0.05,0.6,1.96,0.03,213.983859649123
1,1,0.05,0.6,1.96,0.03,202.751111111111
0.8,0.8,0.055,0.6,1.96,0.033,1751.18910723395
0.85,0.8,0.055,0.6,1.96,0.033,1504.33547981156
0.9,0.8,0.055,0.6,1.96,0.033,1307.51438016529
0.95,0.8,0.055,0.6,1.96,0.033,1147.96266095296
1,0.8,0.055,0.6,1.96,0.033,1016.75404958678
0.8,0.85,0.055,0.6,1.96,0.033,1262.82781575844
0.85,0.85,0.055,0.6,1.96,0.033,1101.25542699724
0.9,0.85,0.055,0.6,1.96,0.033,970.012819100091
0.95,0.85,0.055,0.6,1.96,0.033,861.868604224057
1,0.85,0.055,0.6,1.96,0.033,771.634944093339
0.8,0.9,0.055,0.6,1.96,0.033,859.000146923782
0.85,0.9,0.055,0.6,1.96,0.033,760.706176920722
0.9,0.9,0.055,0.6,1.96,0.033,679.42347107438
0.95,0.9,0.055,0.6,1.96,0.033,611.365346576809
1,0.9,0.055,0.6,1.96,0.033,553.75129476584
0.8,0.95,0.055,0.6,1.96,0.033,520.042734414855
0.85,0.95,0.055,0.6,1.96,0.033,469.41865013774
0.9,0.95,0.055,0.6,1.96,0.033,426.683015242071
0.95,0.95,0.055,0.6,1.96,0.033,390.216870840843
1,0.95,0.055,0.6,1.96,0.033,358.802766420182
0.8,1,0.055,0.6,1.96,0.033,231.854141414141
0.85,1,0.055,0.6,1.96,0.033,217.587950089126
0.9,1,0.055,0.6,1.96,0.033,204.906891133558
0.95,1,0.055,0.6,1.96,0.033,193.560680489101
1,1,0.055,0.6,1.96,0.033,183.349090909091
0.8,0.8,0.06,0.6,1.96,0.036,1484.60186556927
0.85,0.8,0.06,0.6,1.96,0.036,1276.03617210899
0.9,0.8,0.06,0.6,1.96,0.036,1109.67456790123
0.95,0.8,0.06,0.6,1.96,0.036,974.759890260631
1,0.8,0.06,0.6,1.96,0.036,863.767160493827
0.8,0.85,0.06,0.6,1.96,0.036,1075.38280078895
0.85,0.85,0.06,0.6,1.96,0.036,938.477037037036
0.9,0.85,0.06,0.6,1.96,0.036,827.208724279835
0.95,0.85,0.06,0.6,1.96,0.036,735.47298611111
1,0.85,0.06,0.6,1.96,0.036,658.888801742919
0.8,0.9,0.06,0.6,1.96,0.036,737.032592592592
0.85,0.9,0.06,0.6,1.96,0.036,653.309135802469
0.9,0.9,0.06,0.6,1.96,0.036,584.021018518518
0.95,0.9,0.06,0.6,1.96,0.036,525.961466102781
1,0.9,0.06,0.6,1.96,0.036,476.774705075446
0.8,0.95,0.06,0.6,1.96,0.036,453.061124828532
0.85,0.95,0.06,0.6,1.96,0.036,409.411257716049
0.9,0.95,0.06,0.6,1.96,0.036,372.520652740399
0.95,0.95,0.06,0.6,1.96,0.036,341.007139155616
1,0.95,0.06,0.6,1.96,0.036,313.830513320338
0.8,1,0.06,0.6,1.96,0.036,211.643703703704
0.85,1,0.06,0.6,1.96,0.036,198.566361655773
0.9,1,0.06,0.6,1.96,0.036,186.942057613169
0.95,1,0.06,0.6,1.96,0.036,176.541364522417
1,1,0.06,0.6,1.96,0.036,167.180740740741
0.8,0.8,0.065,0.6,1.96,0.039,1276.03617210899
0.85,0.8,0.065,0.6,1.96,0.039,1097.351966201
0.9,0.8,0.065,0.6,1.96,0.039,954.767416173569
0.95,0.8,0.065,0.6,1.96,0.039,839.088900577106
1,0.8,0.065,0.6,1.96,0.039,743.883786982248
0.8,0.85,0.065,0.6,1.96,0.039,928.323897622631
0.85,0.85,0.065,0.6,1.96,0.039,810.699040105193
0.9,0.85,0.065,0.6,1.96,0.039,715.048634670173
0.95,0.85,0.065,0.6,1.96,0.039,636.146607495068
1,0.85,0.065,0.6,1.96,0.039,570.241446416831
0.8,0.9,0.065,0.6,1.96,0.039,640.858145956607
0.85,0.9,0.065,0.6,1.96,0.039,568.557641902257
0.9,0.9,0.065,0.6,1.96,0.039,508.677343852728
0.95,0.9,0.065,0.6,1.96,0.039,458.46362768985
1,0.9,0.065,0.6,1.96,0.039,415.892699247571
0.8,0.95,0.065,0.6,1.96,0.039,399.615922273358
0.85,0.95,0.065,0.6,1.96,0.039,361.475996055226
0.9,0.95,0.065,0.6,1.96,0.039,329.206869365219
0.95,0.95,0.065,0.6,1.96,0.039,301.612263212149
1,0.95,0.065,0.6,1.96,0.039,277.791188622443
0.8,1,0.065,0.6,1.96,0.039,194.542564102564
0.85,1,0.065,0.6,1.96,0.039,182.471171442936
0.9,1,0.065,0.6,1.96,0.039,171.741044634378
0.95,1,0.065,0.6,1.96,0.039,162.1404048583
1,1,0.065,0.6,1.96,0.039,153.499829059829
0.8,0.8,0.07,0.6,1.96,0.042,1109.67456790123
0.85,0.8,0.07,0.6,1.96,0.042,954.767416173569
0.9,0.8,0.07,0.6,1.96,0.042,831.106666666666
0.95,0.8,0.07,0.6,1.96,0.042,730.741234567901
1,0.8,0.07,0.6,1.96,0.042,648.106666666666
0.8,0.85,0.07,0.6,1.96,0.042,810.699040105193
0.85,0.85,0.07,0.6,1.96,0.042,708.439999999999
0.9,0.85,0.07,0.6,1.96,0.042,625.239999999999
0.95,0.85,0.07,0.6,1.96,0.042,556.571944444444
1,0.85,0.07,0.6,1.96,0.042,499.185098039215
0.8,0.9,0.07,0.6,1.96,0.042,563.55111111111
0.85,0.9,0.07,0.6,1.96,0.042,500.380740740741
0.9,0.9,0.07,0.6,1.96,0.042,448.023333333333
0.95,0.9,0.07,0.6,1.96,0.042,404.086289888504
1,0.9,0.07,0.6,1.96,0.042,366.81037037037
0.8,0.95,0.07,0.6,1.96,0.042,356.163456790123
0.85,0.95,0.07,0.6,1.96,0.042,322.460833333333
0.9,0.95,0.07,0.6,1.96,0.042,293.916355247981
0.95,0.95,0.07,0.6,1.96,0.042,269.482524005487
1,0.95,0.07,0.6,1.96,0.042,248.369824561403
0.8,1,0.07,0.6,1.96,0.042,179.884444444444
0.85,1,0.07,0.6,1.96,0.042,168.675294117647
0.9,1,0.07,0.6,1.96,0.042,158.711604938272
0.95,1,0.07,0.6,1.96,0.042,149.796725146199
1,1,0.07,0.6,1.96,0.042,141.773333333333
0.8,0.8,0.075,0.6,1.96,0.045,974.75989026063
0.85,0.8,0.075,0.6,1.96,0.045,839.088900577105
0.9,0.8,0.075,0.6,1.96,0.045,730.741234567901
0.95,0.8,0.075,0.6,1.96,0.045,642.769766803841
1,0.8,0.075,0.6,1.96,0.045,570.311604938271
0.8,0.85,0.075,0.6,1.96,0.045,715.048634670173
0.85,0.85,0.075,0.6,1.96,0.045,625.239999999999
0.9,0.85,0.075,0.6,1.96,0.045,552.131193415638
0.95,0.85,0.075,0.6,1.96,0.045,491.76037037037
1,0.85,0.075,0.6,1.96,0.045,441.281830065359
0.8,0.9,0.075,0.6,1.96,0.045,500.38074074074
0.85,0.9,0.075,0.6,1.96,0.045,444.62962962963
0.9,0.9,0.075,0.6,1.96,0.045,398.388148148148
0.95,0.9,0.075,0.6,1.96,0.045,359.556134819941
1,0.9,0.075,0.6,1.96,0.045,326.588696844993
0.8,0.95,0.075,0.6,1.96,0.045,320.265075445816
0.85,0.95,0.075,0.6,1.96,0.045,290.194938271605
0.9,0.95,0.075,0.6,1.96,0.045,264.701813832287
0.95,0.95,0.075,0.6,1.96,0.045,242.859265355891
1,0.95,0.075,0.6,1.96,0.045,223.968525016244
0.8,1,0.075,0.6,1.96,0.045,167.180740740741
0.85,1,0.075,0.6,1.96,0.045,156.718867102396
0.9,1,0.075,0.6,1.96,0.045,147.419423868313
0.95,1,0.075,0.6,1.96,0.045,139.098869395711
1,1,0.075,0.6,1.96,0.045,131.61037037037
0.8,0.8,0.08,0.6,1.96,0.048,863.767160493827
0.85,0.8,0.08,0.6,1.96,0.048,743.883786982248
0.9,0.8,0.08,0.6,1.96,0.048,648.106666666666
0.95,0.8,0.08,0.6,1.96,0.048,570.311604938271
1,0.8,0.08,0.6,1.96,0.048,506.210833333333
0.8,0.85,0.08,0.6,1.96,0.048,636.146607495068
0.85,0.85,0.08,0.6,1.96,0.048,556.571944444444
0.9,0.85,0.08,0.6,1.96,0.048,491.76037037037
0.95,0.85,0.08,0.6,1.96,0.048,438.213763020833
1,0.85,0.08,0.6,1.96,0.048,393.418758169934
0.8,0.9,0.08,0.6,1.96,0.048,448.023333333333
0.85,0.9,0.08,0.6,1.96,0.048,398.388148148148
0.9,0.9,0.08,0.6,1.96,0.048,357.190434027777
0.95,0.9,0.08,0.6,1.96,0.048,322.570334486736
1,0.9,0.08,0.6,1.96,0.048,293.159135802469
0.8,0.95,0.08,0.6,1.96,0.048,290.194938271605
0.85,0.95,0.08,0.6,1.96,0.048,263.140846354166
0.9,0.95,0.08,0.6,1.96,0.048,240.183079584775
0.95,0.95,0.08,0.6,1.96,0.048,220.495126886145
1,0.95,0.08,0.6,1.96,0.048,203.453157894737
0.8,1,0.08,0.6,1.96,0.048,156.065
0.85,1,0.08,0.6,1.96,0.048,146.256993464052
0.9,1,0.08,0.6,1.96,0.048,137.538765432099
0.95,1,0.08,0.6,1.96,0.048,129.738245614035
1,1,0.08,0.6,1.96,0.048,122.717777777778
0.8,0.8,0.085,0.6,1.96,0.051,771.302659660814
0.85,0.8,0.085,0.6,1.96,0.051,664.540325546159
0.9,0.8,0.085,0.6,1.96,0.051,579.212779700115
0.95,0.8,0.085,0.6,1.96,0.051,509.878899568542
1,0.8,0.085,0.6,1.96,0.051,452.728350634371
0.8,0.85,0.085,0.6,1.96,0.051,570.24144641683
0.85,0.85,0.085,0.6,1.96,0.051,499.185098039215
0.9,0.85,0.085,0.6,1.96,0.051,441.281830065359
0.95,0.85,0.085,0.6,1.96,0.051,393.418758169934
1,0.85,0.085,0.6,1.96,0.051,353.358651197503
0.8,0.9,0.085,0.6,1.96,0.051,404.086289888504
0.85,0.9,0.085,0.6,1.96,0.051,359.556134819941
0.9,0.9,0.085,0.6,1.96,0.051,322.570334486736
0.95,0.9,0.085,0.6,1.96,0.051,291.468992043252
1,0.9,0.085,0.6,1.96,0.051,265.030029475843
0.8,0.95,0.085,0.6,1.96,0.051,264.701813832286
0.85,0.95,0.085,0.6,1.96,0.051,240.183079584775
0.9,0.95,0.085,0.6,1.96,0.051,219.358084473765
0.95,0.95,0.085,0.6,1.96,0.051,201.483834042937
1,0.95,0.085,0.6,1.96,0.051,185.999157409093
0.8,1,0.085,0.6,1.96,0.051,146.256993464052
0.85,1,0.085,0.6,1.96,0.051,137.025928489043
0.9,1,0.085,0.6,1.96,0.051,128.820537400145
0.95,1,0.085,0.6,1.96,0.051,121.478871689026
1,1,0.085,0.6,1.96,0.051,114.87137254902
0.8,0.8,0.09,0.6,1.96,0.054,693.417290047248
0.85,0.8,0.09,0.6,1.96,0.054,597.681223691366
0.9,0.8,0.09,0.6,1.96,0.054,521.136844993141
0.95,0.8,0.09,0.6,1.96,0.054,458.91632982777
1,0.8,0.09,0.6,1.96,0.054,407.610096021948
0.8,0.85,0.09,0.6,1.96,0.054,514.582352740643
0.85,0.85,0.09,0.6,1.96,0.054,450.695144032921
0.9,0.85,0.09,0.6,1.96,0.054,398.607718335619
0.95,0.85,0.09,0.6,1.96,0.054,355.53079218107
1,0.85,0.09,0.6,1.96,0.054,319.459123698862
0.8,0.9,0.09,0.6,1.96,0.054,366.81037037037
0.85,0.9,0.09,0.6,1.96,0.054,326.588696844993
0.9,0.9,0.09,0.6,1.96,0.054,293.159135802469
0.95,0.9,0.09,0.6,1.96,0.054,265.030029475842
1,0.9,0.09,0.6,1.96,0.054,241.102703856119
0.8,0.95,0.09,0.6,1.96,0.054,242.859265355891
0.85,0.95,0.09,0.6,1.96,0.054,220.495126886145
0.9,0.95,0.09,0.6,1.96,0.054,201.483834042937
0.95,0.95,0.09,0.6,1.96,0.054,185.152967196735
1,0.95,0.09,0.6,1.96,0.054,170.99432820735
0.8,1,0.09,0.6,1.96,0.054,137.538765432099
0.85,1,0.09,0.6,1.96,0.054,128.820537400145
0.9,1,0.09,0.6,1.96,0.054,121.071001371742
0.95,1,0.09,0.6,1.96,0.054,114.137205977908
1,1,0.09,0.6,1.96,0.054,107.896790123457
0.8,0.8,0.095,0.6,1.96,0.057,627.165077801716
0.85,0.8,0.095,0.6,1.96,0.057,540.786528107874
0.9,0.8,0.095,0.6,1.96,0.057,471.697617728531
0.95,0.8,0.095,0.6,1.96,0.057,415.516447453917
1,0.8,0.095,0.6,1.96,0.057,369.173148661126
0.8,0.85,0.095,0.6,1.96,0.057,467.114250247231
0.85,0.85,0.095,0.6,1.96,0.057,409.32027085257
0.9,0.85,0.095,0.6,1.96,0.057,362.177314045347
0.95,0.85,0.095,0.6,1.96,0.057,323.170609418282
1,0.85,0.095,0.6,1.96,0.057,290.49174442815
0.8,0.9,0.095,0.6,1.96,0.057,334.877673130194
0.85,0.9,0.095,0.6,1.96,0.057,298.328006566123
0.9,0.9,0.095,0.6,1.96,0.057,267.930612496152
0.95,0.9,0.095,0.6,1.96,0.057,242.336781655468
1,0.9,0.095,0.6,1.96,0.057,220.552718443282
0.8,0.95,0.095,0.6,1.96,0.057,223.968525016244
0.85,0.95,0.095,0.6,1.96,0.057,203.453157894737
0.9,0.95,0.095,0.6,1.96,0.057,185.999157409093
0.95,0.95,0.095,0.6,1.96,0.057,170.994328207349
1,0.95,0.095,0.6,1.96,0.057,157.975695193663
0.8,1,0.095,0.6,1.96,0.057,129.738245614035
0.85,1,0.095,0.6,1.96,0.057,121.478871689026
0.9,1,0.095,0.6,1.96,0.057,114.137205977908
0.95,1,0.095,0.6,1.96,0.057,107.568347183749
1,1,0.095,0.6,1.96,0.057,101.656374269006
0.8,0.8,0.1,0.6,1.96,0.06,570.311604938271
0.85,0.8,0.1,0.6,1.96,0.06,491.944536489151
0.9,0.8,0.1,0.6,1.96,0.06,429.239999999999
0.95,0.8,0.1,0.6,1.96,0.06,378.231604938271
1,0.8,0.1,0.6,1.96,0.06,336.14
0.8,0.85,0.1,0.6,1.96,0.06,426.276160420775
0.85,0.85,0.1,0.6,1.96,0.06,373.706666666666
0.9,0.85,0.1,0.6,1.96,0.06,330.804444444444
0.95,0.85,0.1,0.6,1.96,0.06,295.289652777777
1,0.85,0.1,0.6,1.96,0.06,265.522352941176
0.8,0.9,0.1,0.6,1.96,0.06,307.284444444444
0.85,0.9,0.1,0.6,1.96,0.06,273.891851851852
0.9,0.9,0.1,0.6,1.96,0.06,246.1025
0.95,0.9,0.1,0.6,1.96,0.06,222.690211457132
1,0.9,0.1,0.6,1.96,0.06,202.751111111111
0.8,0.95,0.1,0.6,1.96,0.06,207.493827160494
0.85,0.95,0.1,0.6,1.96,0.06,188.578541666666
0.9,0.95,0.1,0.6,1.96,0.06,172.473217993079
0.95,0.95,0.1,0.6,1.96,0.06,158.617503429355
1,0.95,0.1,0.6,1.96,0.06,146.587368421052
0.8,1,0.1,0.6,1.96,0.06,122.717777777778
0.85,1,0.1,0.6,1.96,0.06,114.87137254902
0.9,1,0.1,0.6,1.96,0.06,107.896790123457
0.95,1,0.1,0.6,1.96,0.06,101.656374269006
1,1,0.1,0.6,1.96,0.06,96.0399999999999
0.8,0.8,0.105,0.6,1.96,0.063,521.136844993141
0.85,0.8,0.105,0.6,1.96,0.063,449.683334063847
0.9,0.8,0.105,0.6,1.96,0.063,392.489382716049
0.95,0.8,0.105,0.6,1.96,0.063,345.946721536351
1,0.8,0.105,0.6,1.96,0.063,307.526419753086
0.8,0.85,0.105,0.6,1.96,0.063,390.864720578567
0.85,0.85,0.105,0.6,1.96,0.063,342.81037037037
0.9,0.85,0.105,0.6,1.96,0.063,303.574156378601
