sensitivity,specificity,prevalence,tolerance_frac_prev,z,tolerance,min_n
1,1,0.16,0.5,1.96,0.08,80.6736
0.8,0.8,0.165,0.5,1.96,0.0825,328.617699581675
0.85,0.8,0.165,0.5,1.96,0.0825,284.345237298211
0.9,0.8,0.165,0.5,1.96,0.0825,248.760248301194
0.95,0.8,0.165,0.5,1.96,0.0825,219.684175247424
1,0.8,0.165,0.5,1.96,0.0825,195.58647419651
0.8,0.85,0.165,0.5,1.96,0.0825,255.255774841475
0.85,0.85,0.165,0.5,1.96,0.0825,224.628310743802
0.9,0.85,0.165,0.5,1.96,0.0825,199.490395837159
0.95,0.85,0.165,0.5,1.96,0.0825,178.565611019284
1,0.85,0.165,0.5,1.96,0.0825,160.932598541565
0.8,0.9,0.165,0.5,1.96,0.0825,194.736960881543
0.85,0.9,0.165,0.5,1.96,0.0825,174.279528374656
0.9,0.9,0.165,0.5,1.96,0.0825,157.135197796143
0.95,0.9,0.165,0.5,1.96,0.0825,142.593752897328
1,0.9,0.165,0.5,1.96,0.0825,130.129153514947
0.8,0.95,0.165,0.5,1.96,0.0825,144.051572859912
0.85,0.95,0.165,0.5,1.96,0.0825,131.295234527089
0.9,0.95,0.165,0.5,1.96,0.0825,120.348869842178
0.95,0.95,0.165,0.5,1.96,0.0825,110.862141758777
1,0.95,0.165,0.5,1.96,0.0825,102.568176385868
0.8,1,0.165,0.5,1.96,0.0825,101.045721212121
0.85,1,0.165,0.5,1.96,0.0825,94.1979493761141
0.9,1,0.165,0.5,1.96,0.0825,88.1110410774411
0.95,1,0.165,0.5,1.96,0.0825,82.664859968102
1,1,0.165,0.5,1.96,0.0825,77.763296969697
0.8,0.8,0.17,0.5,1.96,0.085,311.33945159554
0.85,0.8,0.17,0.5,1.96,0.085,269.428450228292
0.9,0.8,0.17,0.5,1.96,0.085,235.730624221453
0.95,0.8,0.17,0.5,1.96,0.085,208.187839138793
1,0.8,0.17,0.5,1.96,0.085,185.353876816609
0.8,0.85,0.17,0.5,1.96,0.085,242.433975913679
0.85,0.85,0.17,0.5,1.96,0.085,213.377129411764
0.9,0.85,0.17,0.5,1.96,0.085,189.518933333333
0.95,0.85,0.17,0.5,1.96,0.085,169.651835294117
1,0.85,0.17,0.5,1.96,0.085,152.90396841034
0.8,0.9,0.17,0.5,1.96,0.085,185.598029065744
0.85,0.9,0.17,0.5,1.96,0.085,166.123722260669
0.9,0.9,0.17,0.5,1.96,0.085,149.795814532872
0.95,0.9,0.17,0.5,1.96,0.085,135.940784540415
1,0.9,0.17,0.5,1.96,0.085,124.059605382545
0.8,0.95,0.17,0.5,1.96,0.085,138.0022059208
0.85,0.95,0.17,0.5,1.96,0.085,125.785814532872
0.9,0.95,0.17,0.5,1.96,0.085,115.297951241005
0.95,0.95,0.17,0.5,1.96,0.085,106.204674373104
1,0.95,0.17,0.5,1.96,0.085,98.2514910945182
0.8,1,0.17,0.5,1.96,0.085,97.6218352941176
0.85,1,0.17,0.5,1.96,0.085,90.9754685121107
0.9,1,0.17,0.5,1.96,0.085,85.0675869281046
0.95,1,0.17,0.5,1.96,0.085,79.781587616099
1,1,0.17,0.5,1.96,0.085,75.0241882352941
0.8,0.8,0.175,0.5,1.96,0.0875,295.446044444444
0.85,0.8,0.175,0.5,1.96,0.0875,255.702759763313
0.9,0.8,0.175,0.5,1.96,0.0875,223.7376
0.95,0.8,0.175,0.5,1.96,0.0875,197.602844444444
1,0.8,0.175,0.5,1.96,0.0875,175.9296
0.8,0.85,0.175,0.5,1.96,0.0875,230.614759763313
0.85,0.85,0.175,0.5,1.96,0.0875,203.0016
0.9,0.85,0.175,0.5,1.96,0.0875,180.32
0.95,0.85,0.175,0.5,1.96,0.0875,161.4256
1,0.85,0.175,0.5,1.96,0.0875,145.491952941176
0.8,0.9,0.175,0.5,1.96,0.0875,177.1456
0.85,0.9,0.175,0.5,1.96,0.0875,158.577066666667
0.9,0.9,0.175,0.5,1.96,0.0875,143.0016
0.95,0.9,0.175,0.5,1.96,0.0875,129.779399307958
1,0.9,0.175,0.5,1.96,0.0875,118.436266666667
0.8,0.95,0.175,0.5,1.96,0.0875,132.374044444444
0.85,0.95,0.175,0.5,1.96,0.0875,120.6576
0.9,0.95,0.175,0.5,1.96,0.0875,110.594458131488
0.95,0.95,0.175,0.5,1.96,0.0875,101.865797530864
1,0.95,0.175,0.5,1.96,0.0875,94.228547368421
0.8,1,0.175,0.5,1.96,0.0875,94.3936
0.85,1,0.175,0.5,1.96,0.0875,87.9371294117647
0.9,1,0.175,0.5,1.96,0.0875,82.1980444444445
0.95,1,0.175,0.5,1.96,0.0875,77.0630736842105
1,1,0.175,0.5,1.96,0.0875,72.4416
0.8,0.8,0.18,0.5,1.96,0.09,280.789868861454
0.85,0.8,0.18,0.5,1.96,0.09,243.041466169917
0.9,0.8,0.18,0.5,1.96,0.09,212.671130864197
0.95,0.8,0.18,0.5,1.96,0.09,187.832634293553
1,0.8,0.18,0.5,1.96,0.09,167.228167901235
0.8,0.85,0.18,0.5,1.96,0.09,219.692710234495
0.85,0.85,0.18,0.5,1.96,0.09,193.409896296296
0.9,0.85,0.18,0.5,1.96,0.09,171.812793415638
0.95,0.85,0.18,0.5,1.96,0.09,153.815174074074
1,0.85,0.18,0.5,1.96,0.09,138.632379956427
0.8,0.9,0.18,0.5,1.96,0.09,169.309155555555
0.85,0.9,0.18,0.5,1.96,0.09,151.577204938272
0.9,0.9,0.18,0.5,1.96,0.09,136.696933333333
0.95,0.9,0.18,0.5,1.96,0.09,124.059605382545
1,0.9,0.18,0.5,1.96,0.09,113.213901783265
0.8,0.95,0.18,0.5,1.96,0.09,127.125868861454
0.85,0.95,0.18,0.5,1.96,0.09,115.873445679012
0.9,0.95,0.18,0.5,1.96,0.09,106.204674373104
0.95,0.95,0.18,0.5,1.96,0.09,97.814712635269
1,0.95,0.18,0.5,1.96,0.09,90.471052891488
0.8,1,0.18,0.5,1.96,0.09,91.3447111111111
0.85,1,0.18,0.5,1.96,0.09,85.0675869281046
0.9,1,0.18,0.5,1.96,0.09,79.4879209876543
0.95,1,0.18,0.5,1.96,0.09,74.4955883040936
1,1,0.18,0.5,1.96,0.09,70.0024888888889
0.8,0.8,0.185,0.5,1.96,0.0925,267.242660952845
0.85,0.8,0.185,0.5,1.96,0.0925,231.334453471415
0.9,0.8,0.185,0.5,1.96,0.0925,202.435557633309
0.95,0.8,0.185,0.5,1.96,0.0925,178.79325846928
1,0.8,0.185,0.5,1.96,0.0925,159.175250840029
0.8,0.85,0.185,0.5,1.96,0.0925,209.576107682799
0.85,0.85,0.185,0.5,1.96,0.0925,184.522102556611
0.9,0.85,0.185,0.5,1.96,0.0925,163.926974239104
0.95,0.85,0.185,0.5,1.96,0.0925,146.75809963477
1,0.85,0.185,0.5,1.96,0.0925,132.269359893439
0.8,0.9,0.185,0.5,1.96,0.0925,162.027201168736
0.85,0.9,0.185,0.5,1.96,0.0925,145.069741222303
0.9,0.9,0.185,0.5,1.96,0.0925,130.833278597516
0.95,0.9,0.185,0.5,1.96,0.0925,118.737764937405
1,0.9,0.185,0.5,1.96,0.0925,108.353012385358
0.8,0.95,0.185,0.5,1.96,0.0925,122.221559418878
0.85,0.95,0.185,0.5,1.96,0.0925,111.400787728269
0.9,0.95,0.185,0.5,1.96,0.0925,102.099029922581
0.95,0.95,0.185,0.5,1.96,0.0925,94.0243976444913
1,0.95,0.185,0.5,1.96,0.0925,86.9541751412863
0.8,1,0.185,0.5,1.96,0.0925,88.460627027027
0.85,1,0.185,0.5,1.96,0.0925,82.3531548489666
0.9,1,0.185,0.5,1.96,0.0925,76.9242906906907
0.95,1,0.185,0.5,1.96,0.0925,72.0668859174964
1,1,0.185,0.5,1.96,0.0925,67.6952216216216
0.8,0.8,0.19,0.5,1.96,0.095,254.69252274546
0.85,0.8,0.19,0.5,1.96,0.095,220.485637568228
0.9,0.8,0.19,0.5,1.96,0.095,192.94739501385
0.95,0.8,0.19,0.5,1.96,0.095,170.411436872884
1,0.8,0.19,0.5,1.96,0.095,151.705954570637
0.8,0.85,0.19,0.5,1.96,0.095,200.184832113295
0.85,0.85,0.19,0.5,1.96,0.095,176.268392243767
0.9,0.85,0.19,0.5,1.96,0.095,156.601068144044
0.95,0.85,0.19,0.5,1.96,0.095,140.199777285318
1,0.85,0.19,0.5,1.96,0.095,126.354023659769
0.8,0.9,0.19,0.5,1.96,0.095,155.245899168975
0.85,0.9,0.19,0.5,1.96,0.095,139.007036749769
0.9,0.9,0.19,0.5,1.96,0.095,125.368115235457
0.95,0.9,0.19,0.5,1.96,0.095,113.775636442408
1,0.9,0.19,0.5,1.96,0.095,103.818973961219
0.8,0.95,0.19,0.5,1.96,0.095,117.629342690058
0.85,0.95,0.19,0.5,1.96,0.095,107.210968421053
0.9,0.95,0.19,0.5,1.96,0.095,98.2514910945183
0.95,0.95,0.19,0.5,1.96,0.095,90.4710528914879
1,0.95,0.19,0.5,1.96,0.095,83.6560347572532
0.8,1,0.19,0.5,1.96,0.095,85.7283368421053
0.85,1,0.19,0.5,1.96,0.095,79.7815876160991
0.9,1,0.19,0.5,1.96,0.095,74.4955883040936
0.95,1,0.19,0.5,1.96,0.095,69.7660099722992
1,1,0.19,0.5,1.96,0.095,65.5093894736842
0.8,0.8,0.195,0.5,1.96,0.0975,243.041466169917
0.85,0.8,0.195,0.5,1.96,0.0975,210.410862389661
0.9,0.8,0.195,0.5,1.96,0.0975,184.133507955292
0.95,0.8,0.195,0.5,1.96,0.0975,162.622962553875
1,0.8,0.195,0.5,1.96,0.0975,144.763409335963
0.8,0.85,0.195,0.5,1.96,0.0975,191.448633087077
0.85,0.85,0.195,0.5,1.96,0.0975,168.58752504931
0.9,0.85,0.195,0.5,1.96,0.0975,149.781146789393
0.95,0.85,0.195,0.5,1.96,0.0975,134.092298224852
1,0.85,0.195,0.5,1.96,0.0975,120.843480496577
0.8,0.9,0.195,0.5,1.96,0.0975,148.917939250493
0.85,0.9,0.195,0.5,1.96,0.0975,133.347214727153
0.9,0.9,0.195,0.5,1.96,0.0975,120.264053648915
0.95,0.9,0.195,0.5,1.96,0.0975,109.13958254199
1,0.9,0.195,0.5,1.96,0.0975,99.5813215282343
0.8,0.95,0.195,0.5,1.96,0.0975,113.321166367156
0.85,0.95,0.195,0.5,1.96,0.0975,103.278675608152
0.9,0.95,0.195,0.5,1.96,0.0975,94.6390542517784
0.95,0.95,0.195,0.5,1.96,0.0975,87.1336407464225
1,0.95,0.195,0.5,1.96,0.0975,80.557284556559
0.8,1,0.195,0.5,1.96,0.0975,83.1361641025641
0.85,1,0.195,0.5,1.96,0.0975,77.3418956259427
0.9,1,0.195,0.5,1.96,0.0975,72.1914347578348
0.95,1,0.195,0.5,1.96,0.0975,67.5831276653171
1,1,0.195,0.5,1.96,0.0975,63.4356512820513
0.8,0.8,0.2,0.5,1.96,0.1,232.203377777778
0.85,0.8,0.2,0.5,1.96,0.1,201.036156213018
0.9,0.8,0.2,0.5,1.96,0.1,175.9296
0.95,0.8,0.2,0.5,1.96,0.1,155.371377777778
1,0.8,0.2,0.5,1.96,0.1,138.2976
0.8,0.85,0.2,0.5,1.96,0.1,183.305694674556
0.85,0.85,0.2,0.5,1.96,0.1,161.4256
0.9,0.85,0.2,0.5,1.96,0.1,143.419733333333
0.95,0.85,0.2,0.5,1.96,0.1,128.393475
1,0.85,0.2,0.5,1.96,0.1,115.699952941176
0.8,0.9,0.2,0.5,1.96,0.1,143.0016
0.85,0.9,0.2,0.5,1.96,0.1,128.053333333333
0.9,0.9,0.2,0.5,1.96,0.1,115.4881
0.95,0.9,0.2,0.5,1.96,0.1,104.799911418685
1,0.9,0.2,0.5,1.96,0.1,95.6131555555556
0.8,0.95,0.2,0.5,1.96,0.1,109.272177777778
0.85,0.95,0.2,0.5,1.96,0.1,99.5814749999999
0.9,0.95,0.2,0.5,1.96,0.1,91.241323183391
0.95,0.95,0.2,0.5,1.96,0.1,83.9935012345678
1,0.95,0.2,0.5,1.96,0.1,77.6407578947368
0.8,1,0.2,0.5,1.96,0.1,80.6736
0.85,1,0.2,0.5,1.96,0.1,75.0241882352941
0.9,1,0.2,0.5,1.96,0.1,70.0024888888889
0.95,1,0.2,0.5,1.96,0.1,65.5093894736842
1,1,0.2,0.5,1.96,0.1,61.4656
0.8,0.8,0.205,0.5,1.96,0.1025,222.102323643334
0.85,0.8,0.205,0.5,1.96,0.1025,192.296279230804
0.9,0.8,0.205,0.5,1.96,0.1025,168.278953955978
0.95,0.8,0.205,0.5,1.96,0.1025,148.606870936612
1,0.8,0.205,0.5,1.96,0.1025,132.264391195717
0.8,0.85,0.205,0.5,1.96,0.1025,175.701439163079
0.85,0.85,0.205,0.5,1.96,0.1025,154.735015823914
0.9,0.85,0.205,0.5,1.96,0.1025,137.474889708507
0.95,0.85,0.205,0.5,1.96,0.1025,123.06603307555
1,0.85,0.205,0.5,1.96,0.1025,110.890055191238
0.8,0.9,0.205,0.5,1.96,0.1025,137.459965258774
0.85,0.9,0.205,0.5,1.96,0.1025,123.092694983145
0.9,0.9,0.205,0.5,1.96,0.1025,111.01104199881
0.95,0.9,0.205,0.5,1.96,0.1025,100.730326408938
1,0.9,0.205,0.5,1.96,0.1025,91.8906454094785
0.8,0.95,0.205,0.5,1.96,0.1025,105.460286760526
0.85,0.95,0.205,0.5,1.96,0.1025,96.0994179654966
0.9,0.95,0.205,0.5,1.96,0.1025,88.0401545924427
0.95,0.95,0.205,0.5,1.96,0.1025,81.0340294915578
1,0.95,0.205,0.5,1.96,0.1025,74.8911734994833
0.8,1,0.205,0.5,1.96,0.1025,78.3311609756097
0.85,1,0.205,0.5,1.96,0.1025,72.8195397417504
0.9,1,0.205,0.5,1.96,0.1025,67.9203208672087
0.95,1,0.205,0.5,1.96,0.1025,63.5368092426187
1,1,0.205,0.5,1.96,0.1025,59.5916487804878
0.8,0.8,0.21,0.5,1.96,0.105,212.671130864197
0.85,0.8,0.21,0.5,1.96,0.105,184.133507955293
0.9,0.8,0.21,0.5,1.96,0.105,161.131377777778
0.95,0.8,0.21,0.5,1.96,0.105,142.28535308642
1,0.8,0.21,0.5,1.96,0.105,126.624711111111
0.8,0.85,0.21,0.5,1.96,0.105,168.58752504931
0.85,0.85,0.21,0.5,1.96,0.105,148.4736
0.9,0.85,0.21,0.5,1.96,0.105,131.909451851852
0.95,0.85,0.21,0.5,1.96,0.105,118.076933333333
1,0.85,0.21,0.5,1.96,0.105,106.384188235294
0.8,0.9,0.21,0.5,1.96,0.105,132.260266666667
0.85,0.9,0.21,0.5,1.96,0.105,118.436266666667
0.9,0.9,0.21,0.5,1.96,0.105,106.806933333333
0.95,0.9,0.21,0.5,1.96,0.105,96.9074638985006
1,0.9,0.21,0.5,1.96,0.105,88.3926123456791
0.8,0.95,0.21,0.5,1.96,0.105,101.865797530864
0.85,0.95,0.21,0.5,1.96,0.105,92.8147111111111
0.9,0.95,0.21,0.5,1.96,0.105,85.0193593233371
0.95,0.95,0.21,0.5,1.96,0.105,78.2404038408779
1,0.95,0.21,0.5,1.96,0.105,72.2948865497076
0.8,1,0.21,0.5,1.96,0.105,76.1002666666667
0.85,1,0.21,0.5,1.96,0.105,70.7198745098039
0.9,1,0.21,0.5,1.96,0.105,65.9373037037037
0.95,1,0.21,0.5,1.96,0.105,61.6581614035088
1,1,0.21,0.5,1.96,0.105,57.8069333333333
0.8,0.8,0.215,0.5,1.96,0.1075,203.850195156541
0.85,0.8,0.215,0.5,1.96,0.1075,176.496613239205
0.9,0.8,0.215,0.5,1.96,0.1075,154.442318226068
0.95,0.8,0.215,0.5,1.96,0.1075,136.367681365303
1,0.8,0.215,0.5,1.96,0.1075,121.343865008112
0.8,0.85,0.215,0.5,1.96,0.1075,161.921003970161
0.85,0.85,0.215,0.5,1.96,0.1075,142.60387582477
0.9,0.85,0.215,0.5,1.96,0.1075,126.690386010456
0.95,0.85,0.215,0.5,1.96,0.1075,113.396801730665
1,0.85,0.215,0.5,1.96,0.1075,102.156030566602
0.8,0.9,0.215,0.5,1.96,0.1075,127.373329583559
0.85,0.9,0.215,0.5,1.96,0.1075,114.058191310618
0.9,0.9,0.215,0.5,1.96,0.1075,102.852658950784
0.95,0.9,0.215,0.5,1.96,0.1075,93.3105035913923
1,0.9,0.215,0.5,1.96,0.1075,85.1001777297038
0.8,0.95,0.215,0.5,1.96,0.1075,98.4710972657893
0.85,0.95,0.215,0.5,1.96,0.1075,89.7114366684694
0.9,0.95,0.215,0.5,1.96,0.1075,82.1644494444767
0.95,0.95,0.215,0.5,1.96,0.1075,75.5993555301831
1,0.95,0.215,0.5,1.96,0.1075,69.8396778230053
0.8,1,0.215,0.5,1.96,0.1075,73.9731348837209
0.85,1,0.215,0.5,1.96,0.1075,68.717868125855
0.9,1,0.215,0.5,1.96,0.1075,64.0465198966409
0.95,1,0.215,0.5,1.96,0.1075,59.8668925336597
1,1,0.215,0.5,1.96,0.1075,56.1052279069768
0.8,0.8,0.22,0.5,1.96,0.11,195.58647419651
0.85,0.8,0.22,0.5,1.96,0.11,169.339997378845
0.9,0.8,0.22,0.5,1.96,0.11,148.172112396694
0.95,0.8,0.22,0.5,1.96,0.11,130.81900312213
1,0.8,0.22,0.5,1.96,0.11,116.390955371901
0.8,0.85,0.22,0.5,1.96,0.11,155.663608313365
0.85,0.85,0.22,0.5,1.96,0.11,137.092442975206
0.9,0.85,0.22,0.5,1.96,0.11,121.788244628099
0.95,0.85,0.22,0.5,1.96,0.11,108.999447107438
1,0.85,0.22,0.5,1.96,0.11,98.1821075352455
0.8,0.9,0.22,0.5,1.96,0.11,122.773104132231
0.85,0.9,0.22,0.5,1.96,0.11,109.935374104683
0.9,0.9,0.22,0.5,1.96,0.11,99.1275669421487
0.95,0.9,0.22,0.5,1.96,0.11,89.9208384111642
1,0.9,0.22,0.5,1.96,0.11,81.9964650137741
0.8,0.95,0.22,0.5,1.96,0.11,95.2603915518824
0.85,0.95,0.22,0.5,1.96,0.11,86.775314876033
0.9,0.95,0.22,0.5,1.96,0.11,79.4624232434442
0.95,0.95,0.22,0.5,1.96,0.11,73.0989729211304
1,0.95,0.22,0.5,1.96,0.11,67.5145743366681
0.8,1,0.22,0.5,1.96,0.11,71.9426909090909
0.85,1,0.22,0.5,1.96,0.11,66.8068620320855
0.9,1,0.22,0.5,1.96,0.11,62.2416808080808
0.95,1,0.22,0.5,1.96,0.11,58.1570449760765
1,1,0.22,0.5,1.96,0.11,54.4808727272727
0.8,0.8,0.225,0.5,1.96,0.1125,187.832634293553
0.85,0.8,0.225,0.5,1.96,0.1125,162.622962553875
0.9,0.8,0.225,0.5,1.96,0.1125,142.28535308642
0.95,0.8,0.225,0.5,1.96,0.1125,125.608199725652
1,0.8,0.225,0.5,1.96,0.1125,111.738390123457
0.8,0.85,0.225,0.5,1.96,0.1125,149.781146789393
0.85,0.85,0.225,0.5,1.96,0.1125,131.909451851852
0.9,0.85,0.225,0.5,1.96,0.1125,117.176704526749
0.95,0.85,0.225,0.5,1.96,0.1125,104.861451851852
1,0.85,0.225,0.5,1.96,0.1125,94.4414257080609
0.8,0.9,0.225,0.5,1.96,0.1125,118.436266666667
0.85,0.9,0.225,0.5,1.96,0.1125,106.047130864198
0.9,0.9,0.225,0.5,1.96,0.1125,95.6131555555555
0.95,0.9,0.225,0.5,1.96,0.1125,86.7217937716263
1,0.9,0.225,0.5,1.96,0.1125,79.0663462277092
0.8,0.95,0.225,0.5,1.96,0.1125,92.2194787379972
0.85,0.95,0.225,0.5,1.96,0.1125,83.9935012345678
0.9,0.95,0.225,0.5,1.96,0.1125,76.9015817164338
0.95,0.95,0.225,0.5,1.96,0.1125,70.7285343087943
1,0.95,0.225,0.5,1.96,0.1125,65.3096961663417
0.8,1,0.225,0.5,1.96,0.1125,70.0024888888889
0.85,1,0.225,0.5,1.96,0.1125,64.9807895424836
0.9,1,0.225,0.5,1.96,0.1125,60.5170567901235
0.95,1,0.225,0.5,1.96,0.1125,56.5231906432748
1,1,0.225,0.5,1.96,0.1125,52.9287111111111
0.8,0.8,0.23,0.5,1.96,0.115,180.546324217601
0.85,0.8,0.23,0.5,1.96,0.115,156.309088193644
0.9,0.8,0.23,0.5,1.96,0.115,136.75034858223
0.95,0.8,0.23,0.5,1.96,0.115,120.707413064482
1,0.8,0.23,0.5,1.96,0.115,107.36146389414
0.8,0.85,0.23,0.5,1.96,0.115,144.242989604143
0.85,0.85,0.23,0.5,1.96,0.115,127.028155765595
0.9,0.85,0.23,0.5,1.96,0.115,112.832173408948
0.95,0.85,0.23,0.5,1.96,0.115,100.961823062382
1,0.85,0.23,0.5,1.96,0.115,90.9151612142777
0.8,0.9,0.23,0.5,1.96,0.115,114.341879773157
0.85,0.9,0.23,0.5,1.96,0.115,102.374887964713
0.9,0.9,0.23,0.5,1.96,0.115,92.2928060491493
0.95,0.9,0.23,0.5,1.96,0.115,83.6983879069341
1,0.9,0.23,0.5,1.96,0.115,76.2962254988448
0.8,0.95,0.23,0.5,1.96,0.115,89.335556731779
0.85,0.95,0.23,0.5,1.96,0.115,81.3544128544423
0.9,0.95,0.23,0.5,1.96,0.115,74.471371338492
0.95,0.95,0.23,0.5,1.96,0.115,68.4783646386146
1,0.95,0.23,0.5,1.96,0.115,63.2161251218784
0.8,1,0.23,0.5,1.96,0.115,68.1466434782608
0.85,1,0.23,0.5,1.96,0.115,63.2341115089514
0.9,1,0.23,0.5,1.96,0.115,58.8674164251208
0.95,1,0.23,0.5,1.96,0.115,54.9603734553775
1,1,0.23,0.5,1.96,0.115,51.4440347826087
0.8,0.8,0.235,0.5,1.96,0.1175,173.689554931844
0.85,0.8,0.235,0.5,1.96,0.1175,150.365699078273
0.9,0.8,0.235,0.5,1.96,0.1175,131.538661113626
0.95,0.8,0.235,0.5,1.96,0.1175,116.091640943614
1,0.8,0.235,0.5,1.96,0.1175,103.238000181077
0.8,0.85,0.235,0.5,1.96,0.1175,139.021628318793
0.85,0.85,0.235,0.5,1.96,0.1175,122.424528021729
0.9,0.85,0.235,0.5,1.96,0.1175,108.733453327297
0.95,0.85,0.235,0.5,1.96,0.1175,97.2816941602534
1,0.85,0.235,0.5,1.96,0.1175,87.5863931190584
0.8,0.9,0.235,0.5,1.96,0.1175,110.471101131734
0.85,0.9,0.235,0.5,1.96,0.1175,98.9019253357477
0.9,0.9,0.235,0.5,1.96,0.1175,89.1515538252603
0.95,0.9,0.235,0.5,1.96,0.1175,80.8371264982354
1,0.9,0.235,0.5,1.96,0.1175,73.6738535083748
0.8,0.95,0.235,0.5,1.96,0.1175,86.5970569689653
0.85,0.95,0.235,0.5,1.96,0.1175,78.8475791760977
0.9,0.95,0.235,0.5,1.96,0.1175,72.1622488586327
0.95,0.95,0.235,0.5,1.96,0.1175,66.3397122568169
1,0.95,0.235,0.5,1.96,0.1175,61.2257917514474
0.8,1,0.235,0.5,1.96,0.1175,66.3697702127659
0.85,1,0.235,0.5,1.96,0.1175,61.5617602002503
0.9,1,0.235,0.5,1.96,0.1175,57.2879735224586
0.95,1,0.235,0.5,1.96,0.1175,53.4640591265397
1,1,0.235,0.5,1.96,0.1175,50.0225361702128
0.8,0.8,0.24,0.5,1.96,0.12,167.228167901235
0.85,0.8,0.24,0.5,1.96,0.12,144.763409335963
0.9,0.8,0.24,0.5,1.96,0.12,126.624711111111
0.95,0.8,0.24,0.5,1.96,0.12,111.738390123457
1,0.8,0.24,0.5,1.96,0.12,99.3480444444444
0.8,0.85,0.24,0.5,1.96,0.12,134.092298224852
0.85,0.85,0.24,0.5,1.96,0.12,118.076933333333
0.9,0.85,0.24,0.5,1.96,0.12,104.861451851852
0.95,0.85,0.24,0.5,1.96,0.12,93.8040687499999
1,0.85,0.24,0.5,1.96,0.12,84.4398745098039
0.8,0.9,0.24,0.5,1.96,0.12,106.806933333333
0.85,0.9,0.24,0.5,1.96,0.12,95.6131555555556
0.9,0.9,0.24,0.5,1.96,0.12,86.1758916666666
0.95,0.9,0.24,0.5,1.96,0.12,78.1258260668973
1,0.9,0.24,0.5,1.96,0.12,71.1881679012346
0.8,0.95,0.24,0.5,1.96,0.12,83.9935012345679
0.85,0.95,0.24,0.5,1.96,0.12,76.4635131944444
0.9,0.95,0.24,0.5,1.96,0.12,69.9655646289888
0.95,0.95,0.24,0.5,1.96,0.12,64.3046425240054
1,0.95,0.24,0.5,1.96,0.12,59.3313777777777
0.8,1,0.24,0.5,1.96,0.12,64.6669333333333
0.85,1,0.24,0.5,1.96,0.12,59.9590901960784
0.9,1,0.24,0.5,1.96,0.12,55.7743407407407
0.95,1,0.24,0.5,1.96,0.12,52.0300912280701
1,1,0.24,0.5,1.96,0.12,48.6602666666667
0.8,0.8,0.005,0.6,1.96,0.003,191832.19308642
0.85,0.8,0.005,0.6,1.96,0.003,163604.61357002
0.9,0.8,0.005,0.6,1.96,0.003,141196.44
0.95,0.8,0.005,0.6,1.96,0.003,123110.237530864
1,0.8,0.005,0.6,1.96,0.003,108301.106666667
0.8,0.85,0.005,0.6,1.96,0.003,131098.767416173
0.85,0.85,0.005,0.6,1.96,0.003,113190.217777778
0.9,0.85,0.005,0.6,1.96,0.003,98732.677037037
0.95,0.85,0.005,0.6,1.96,0.003,86892.1899999999
1,0.85,0.005,0.6,1.96,0.003,77072.4138562091
0.8,0.9,0.005,0.6,1.96,0.003,80828.4399999999
0.85,0.9,0.005,0.6,1.96,0.003,70560.9437037037
0.9,0.9,0.005,0.6,1.96,0.003,62148.5511111111
0.95,0.9,0.005,0.6,1.96,0.003,55168.9428835063
1,0.9,0.005,0.6,1.96,0.003,49313.5758024691
0.8,0.95,0.005,0.6,1.96,0.003,38595.0375308641
0.85,0.95,0.005,0.6,1.96,0.003,34070.1899999999
0.9,0.95,0.005,0.6,1.96,0.003,30311.5311188004
0.95,0.95,0.005,0.6,1.96,0.003,27154.5524828532
1,0.95,0.005,0.6,1.96,0.003,24476.7207017543
0.8,1,0.005,0.6,1.96,0.003,2657.10666666667
0.85,1,0.005,0.6,1.96,0.003,2500.1785620915
0.9,1,0.005,0.6,1.96,0.003,2360.68691358025
0.95,1,0.005,0.6,1.96,0.003,2235.87859649123
1,1,0.005,0.6,1.96,0.003,2123.55111111111
0.8,0.8,0.01,0.6,1.96,0.006,48483.6004938271
0.85,0.8,0.01,0.6,1.96,0.006,41385.6628796844
0.9,0.8,0.01,0.6,1.96,0.006,35748.44
0.95,0.8,0.01,0.6,1.96,0.006,31196.4004938272
1,0.8,0.01,0.6,1.96,0.006,27467.44
0.8,0.85,0.01,0.6,1.96,0.006,33341.2868113083
0.85,0.85,0.01,0.6,1.96,0.006,28823.1066666666
0.9,0.85,0.01,0.6,1.96,0.006,25173.1511111111
0.95,0.85,0.01,0.6,1.96,0.006,22181.9052777777
1,0.85,0.01,0.6,1.96,0.006,19699.4988235294
0.8,0.9,0.01,0.6,1.96,0.006,20808.8844444444
0.85,0.9,0.01,0.6,1.96,0.006,18201.3585185185
0.9,0.9,0.01,0.6,1.96,0.006,16062.69
0.95,0.9,0.01,0.6,1.96,0.006,14286.4023221838
1,0.9,0.01,0.6,1.96,0.006,12794.6622222222
0.8,0.95,0.01,0.6,1.96,0.006,10281.0227160494
0.85,0.95,0.01,0.6,1.96,0.006,9109.79416666665
0.9,0.95,0.01,0.6,1.96,0.006,8134.82062283736
0.95,0.95,0.01,0.6,1.96,0.006,7314.19034293552
1,0.95,0.01,0.6,1.96,0.006,6616.65052631578
0.8,1,0.01,0.6,1.96,0.006,1323.21777777778
0.85,1,0.01,0.6,1.96,0.006,1244.7537254902
0.9,1,0.01,0.6,1.96,0.006,1175.00790123457
0.95,1,0.01,0.6,1.96,0.006,1112.60374269006
1,1,0.01,0.6,1.96,0.006,1056.44
